관리번호,위도,경도
잠실철교북단경관-94,37.528343,127.098817
잠실철교북단경관-95,37.527955,127.099057
잠실철교북단경관-96,37.527889,127.099106
잠실철교북단경관-97,37.527532,127.099329
잠실철교북단경관-98,37.527462,127.099371
잠실철교북단경관-99,37.527077,127.099619
잠실호수교경관-01,37.510106,127.103162
잠실호수교경관-02,37.510033,127.103033
잠실호수교경관-03,37.509958,127.102902
잠실호수교경관-04,37.509878,127.102759
잠실호수교경관-05,37.5098,127.102621
잠실호수교경관-06,37.509719,127.102481
잠실호수교경관-07,37.509593,127.102596
잠실호수교경관-08,37.509679,127.102733
잠실호수교경관-09,37.50976,127.102865
잠실호수교경관-10,37.509844,127.102999
잠실호수교경관-11,37.509924,127.103128
잠실호수교경관-12,37.509992,127.103259
장안교-01,37.581059,127.078216
장안교-02,37.580953,127.077909
장안교-03,37.58087,127.077679
장안교-04,37.580772,127.07741
장안교-05,37.580652,127.077069
장안교-06,37.580544,127.076773
장안교-07,37.580467,127.076549
장안교-08,37.580382,127.076305
장안교-09,37.580275,127.076009
장안교-10,37.580099,127.075971
장안교-11,37.580189,127.076216
장안교-12,37.580288,127.076492
장안교-13,37.580385,127.076765
장안교-14,37.580478,127.077026
장안교-15,37.580574,127.077301
장안교-16,37.580688,127.077616
장안교-17,37.580767,127.077834
장안교-18,37.580864,127.078113
장안교-19,37.58095,127.078357
장안교경관-01,37.580219,127.076347
장안교경관-02,37.580409,127.07689
장안교경관-03,37.58065,127.077571
장안교경관-04,37.580905,127.078272
장안교경관-05,37.580441,127.076439
장안교경관-06,37.580604,127.076895
장안교경관-07,37.580857,127.077599
장안교경관-08,37.581052,127.078145
장평교-01,37.571841,127.079093
장평교-02,37.571892,127.078542
장평교-03,37.57194,127.077952
장평교-04,37.571993,127.077345
장평교-05,37.572038,127.076739
장평교-06,37.572077,127.076204
장평교-07,37.572114,127.075702
장평교-08,37.571967,127.075799
장평교-09,37.571927,127.076365
장평교-10,37.57188,127.076976
장평교-11,37.571823,127.077615
장평교-12,37.571779,127.078156
장평교-13,37.571731,127.078717
장평교-14,37.571681,127.079284
제2마장교-01,37.568064,127.046065
제2마장교-02,37.568332,127.046481
제2마장교-03,37.568603,127.046905
제2마장교-04,37.568854,127.047284
제2마장교-05,37.569099,127.047664
제2마장교-06,37.56928,127.047522
제2마장교-07,37.569041,127.04715
제2마장교-08,37.568783,127.046741
제2마장교-09,37.568527,127.046343
제2마장교-10,37.568276,127.045954
중랑교-01,37.592777,127.071028
중랑교-02,37.592708,127.070786
중랑교-03,37.59264,127.070551
중랑교-04,37.592573,127.07032
중랑교-05,37.592505,127.070079
중랑교-06,37.592436,127.069843
중랑교-07,37.592368,127.069611
중랑교-08,37.592191,127.069672
중랑교-09,37.59226,127.06992
중랑교-10,37.592333,127.070156
중랑교-11,37.592403,127.070404
중랑교-12,37.59247,127.070637
중랑교-13,37.592535,127.07086
중랑교-14,37.592597,127.071072
중랑지하차도-01,37.591837,127.068805
중랑지하차도-02,37.591777,127.068815
중랑지하차도-03,37.591603,127.068851
중랑지하차도-04,37.591508,127.068868
중랑지하차도-05,37.591409,127.068884
중랑지하차도-06,37.591331,127.068896
중랑지하차도-07,37.591146,127.068894
중랑지하차도-08,37.59099,127.068882
중랑지하차도-09,37.590835,127.068868
중랑지하차도-10,37.590673,127.068856
중랑지하차도-11,37.590521,127.068816
중랑지하차도-12,37.590359,127.068788
중랑지하차도-13,37.590714,127.069128
중랑지하차도-14,37.59089,127.069162
중랑지하차도-15,37.591064,127.069158
중랑지하차도-16,37.591223,127.069158
중랑지하차도-17,37.591342,127.069143
중랑지하차도-18,37.591424,127.069121
중랑지하차도-19,37.59152,127.069101
중랑지하차도-20,37.591627,127.069078
중랑지하차도-21,37.591673,127.06905
중랑지하차도-22,37.591701,127.069048
중랑지하차도-23,37.591731,127.069045
중랑지하차도-24,37.591662,127.068988
중랑지하차도-25,37.591692,127.068985
중랑지하차도-26,37.591726,127.068981
중랑지하차도-27,37.59166,127.06895
중랑지하차도-28,37.59169,127.068949
중랑지하차도-29,37.591722,127.068945
중랑지하차도-30,37.591644,127.068888
중랑지하차도-31,37.591677,127.06888
중랑지하차도-32,37.591711,127.068874
중랑지하차도-33,37.591822,127.069046
중랑지하차도-34,37.591922,127.06903
중랑지하차도-35,37.592033,127.069013
중랑지하차도-36,37.592167,127.068982
중랑지하차도-37,37.592342,127.068952
증산지하차도-01,37.578196,126.903489
증산지하차도-02,37.578069,126.903343
증산지하차도-03,37.577946,126.903195
증산지하차도-04,37.577821,126.90303
증산지하차도-05,37.577682,126.902871
증산지하차도-06,37.577541,126.902715
증산지하차도-07,37.577397,126.902894
증산지하차도-08,37.577544,126.903038
증산지하차도-09,37.577686,126.903195
증산지하차도-10,37.577827,126.903341
증산지하차도-11,37.577966,126.903493
증산지하차도-12,37.578111,126.903638
증산지하차도-13,37.578243,126.903776
증산지하차도-14,37.578376,126.90392
천호대교 북단경관-01,37.543418,127.109418
천호대교 북단경관-02,37.542965,127.110987
천호대교 북단경관-03,37.542076,127.114114
천호대교 북단경관-04,37.542418,127.114316
천호대교 북단경관-05,37.543315,127.111211
천호대교 북단경관-06,37.543783,127.109576
천호대교남단_01-001,37.540994,127.119215
천호대교남단_01-002,37.540126,127.120743
천호대교남단_01-003,37.541277,127.119013
천호대교남단_01-004,37.54042,127.12033
천호대교남단_01-005,37.541622,127.119217
천호대교남단_01-006,37.540676,127.119841
천호대교남단_01-007,37.54193,127.119452
천호대교남단_01-008,37.540844,127.119582
천호대교남단_01-009,37.542266,127.11971
천호대교남단_01-010,37.540973,127.119047
천호대교남단_01-011,37.540922,127.118571
천호대교남단_01-012,37.541111,127.118734
천호대교남단_01-013,37.54103,127.118215
천호대교남단_01-014,37.541182,127.118375
천호대교남단_01-015,37.541041,127.118091
천호대교남단_01-016,37.541255,127.118238
천호대교남단_01-018,37.5413,127.118037
천호대교남단_01-020,37.541396,127.117699
천호대교남단_01-022,37.541482,127.117325
천호대교남단_01-024,37.541611,127.116959
천호대교남단_01-026,37.541752,127.116375
천호대교남단_01-028,37.541883,127.116015
천호대교남단_01-030,37.541985,127.115665
천호대교남단_01-032,37.542086,127.115305
천호대교남단_01-034,37.542155,127.114965
천호대교남단_01-036,37.542259,127.114697
천호대교남단_01-038,37.542315,127.114402
천호대교남단_01-040,37.54242,127.114139
천호대교남단_01-042,37.542487,127.113796
천호대교남단_01-044,37.542601,127.113489
천호대교남단_01-046,37.542704,127.113128
천호대교남단_01-500,37.541115,127.119064
천호대교남단_01-501,37.541613,127.117651
천호대교남단_01-503,37.541453,127.119095
천호대교남단_01-504,37.542075,127.11849
천호대교남단_01-506,37.54176,127.119322
천호대교남단_01-507,37.542106,127.119585
천호대교남단_01-508,37.540753,127.119006
천호대교남단_01-509,37.540656,127.119354
천호대교남단_01-510,37.542272,127.11874
천호대교남단_01-511,37.54046,127.119701
천호대교남단_01-513,37.541814,127.118158
천호대교남단_01-514,37.540272,127.120074
천호대교남단_01-516,37.541626,127.117117
천호대교남단_01-517,37.540047,127.120381
천호대교남단_02-001,37.541271,127.116849
천호대교남단_02-002,37.540717,127.116877
천호대교남단_02-003,37.540302,127.116492
천호대교남단_02-004,37.539971,127.116184
천호대교남단_02-017,37.541098,127.117975
천호대교남단_02-019,37.54117,127.117643
천호대교남단_02-021,37.541321,127.117208
천호대교남단_02-023,37.541431,127.116739
천호대교남단_02-025,37.54157,127.116362
천호대교남단_02-027,37.541635,127.116025
천호대교남단_02-029,37.541727,127.115709
천호대교남단_02-031,37.541837,127.115321
천호대교남단_02-033,37.541944,127.114944
천호대교남단_02-035,37.542053,127.114565
천호대교남단_02-037,37.542132,127.114281
천호대교남단_02-039,37.542217,127.113985
천호대교남단_02-041,37.542291,127.113728
천호대교남단_02-043,37.542405,127.113417
천호대교남단_02-045,37.542482,127.113047
천호대교북단-01,37.54354,127.109304
천호대교북단-02,37.543666,127.108748
천호대교북단-03,37.543782,127.108212
천호대교북단-04,37.543699,127.107709
천호대교북단-05,37.543416,127.107325
천호대교북단-06,37.543109,127.106962
천호대교북단-47,37.542534,127.112862
천호대교북단-48,37.542763,127.112914
천호대교북단-49,37.542631,127.112634
천호대교북단-50,37.5428,127.112695
천호대교북단-500,37.544743,127.108497
천호대교북단-501,37.544831,127.109045
천호대교북단-502,37.54458,127.10934
천호대교북단-503,37.544246,127.109291
천호대교북단-504,37.544049,127.10884
천호대교북단-51,37.542706,127.112254
천호대교북단-52,37.542925,127.112355
천호대교북단-53,37.542832,127.111929
천호대교북단-54,37.542995,127.112016
천호대교북단-55,37.5429,127.111577
천호대교북단-56,37.543119,127.111682
천호대교북단-57,37.54303,127.111234
천호대교북단-58,37.543186,127.111342
천호대교북단-59,37.543119,127.110816
천호대교북단-60,37.543311,127.111018
천호대교북단-61,37.543242,127.110474
천호대교북단-62,37.543375,127.110688
천호대교북단-63,37.543379,127.110013
천호대교북단-64,37.543467,127.110364
천호대교북단-65,37.543494,127.109612
천호대교북단-66,37.543559,127.110041
천호대교북단-67,37.54358,127.109198
천호대교북단-68,37.543672,127.109753
천호대교북단-69,37.543687,127.108837
천호대교북단-70,37.543742,127.109405
천호대교북단-71,37.543784,127.108488
천호대교북단-72,37.54386,127.109091
천호대교북단-73,37.543905,127.10817
천호대교북단-74,37.543957,127.108753
천호대교북단-75,37.543983,127.107801
천호대교북단-76,37.544051,127.108427
천호대교북단-77,37.544103,127.107478
천호대교북단-78,37.544117,127.108093
천호대교북단-79,37.544166,127.107152
천호대교북단-80,37.544224,127.107806
천호대교북단-81,37.5443,127.10745
천호대교북단-82,37.544415,127.107131
청량1고가경관LP_1-01,37.588238,127.054109
청량1고가경관LP_1-02,37.58821,127.05415
청량1고가경관LP_1-03,37.588178,127.05423
청량1고가경관LP_1-04,37.588153,127.054307
청량1고가경관LP_1-05,37.58813,127.054375
청량1고가경관LP_1-06,37.588105,127.054454
청량1고가경관LP_1-07,37.588079,127.054541
청량1고가경관LP_1-08,37.588059,127.054602
청량1고가경관LP_1-09,37.588038,127.054664
청량1고가경관LP_1-10,37.588016,127.054725
청량1고가경관LP_1-11,37.587993,127.054802
청량1고가경관LP_1-12,37.587967,127.054892
청량1고가경관LP_1-13,37.587942,127.05496
청량1고가경관LP_1-14,37.587923,127.055016
청량1고가경관LP_1-15,37.587913,127.055076
청량1고가경관LP_2-01,37.58795,127.05408
청량1고가경관LP_2-02,37.587926,127.054153
청량1고가경관LP_2-03,37.587903,127.054229
청량1고가경관LP_2-04,37.587882,127.05429
청량1고가경관LP_2-05,37.58786,127.054364
청량1고가경관LP_2-06,37.587841,127.05442
청량1고가경관LP_2-07,37.587818,127.054485
청량1고가경관LP_2-08,37.587796,127.054565
청량1고가경관LP_2-09,37.587775,127.054634
청량1고가경관LP_2-10,37.587744,127.054705
청량1고가경관LP_2-11,37.587714,127.054789
탄천1교-01,37.499838,127.080841
탄천1교-02,37.499991,127.081284
탄천1교-03,37.500107,127.081747
탄천1교-04,37.500272,127.082222
탄천1교-05,37.500388,127.082686
탄천1교-06,37.500543,127.083125
탄천1교-07,37.500659,127.083602
탄천1교-08,37.500812,127.084132
탄천1교-09,37.501009,127.084677
탄천1교-10,37.501263,127.085081
탄천1교-11,37.501497,127.085425
탄천1교-12,37.501903,127.085765
탄천1교-13,37.50175,127.085925
탄천1교-14,37.501467,127.085643
탄천1교-15,37.5012,127.085318
탄천1교-16,37.500926,127.084877
탄천1교-17,37.500759,127.084744
탄천1교-18,37.500708,127.084397
탄천1교-19,37.500526,127.084046
탄천1교-20,37.500425,127.08358
탄천1교-21,37.500276,127.083154
탄천1교-22,37.50017,127.082717
탄천1교-23,37.50001,127.082282
탄천1교-24,37.4999,127.081813
탄천1교-25,37.499743,127.081397
탄천1교-26,37.500984,127.084282
탄천교-01,37.493057,127.100613
탄천교-02,37.493201,127.101076
탄천교-03,37.493352,127.101568
탄천교-04,37.493518,127.102095
탄천교-05,37.493668,127.102563
탄천교-06,37.493817,127.103035
탄천교-07,37.493959,127.103497
탄천교-08,37.494194,127.103195
탄천교-09,37.494061,127.102749
탄천교-10,37.493914,127.102278
탄천교-11,37.493768,127.101795
탄천교-12,37.493615,127.101302
탄천교-13,37.493467,127.100809
탄천교-14,37.493305,127.100305
퇴계로지하차도-01,37.561165,126.990301
퇴계로지하차도-02,37.5612,126.99009
퇴계로지하차도-03,37.561234,126.989871
퇴계로지하차도-04,37.561256,126.989628
퇴계로지하차도-05,37.561255,126.989387
퇴계로지하차도-06,37.561179,126.988615
퇴계로지하차도-07,37.561157,126.988327
퇴계로지하차도-08,37.56113,126.988031
퇴계로지하차도-09,37.561104,126.987741
퇴계로지하차도-10,37.560979,126.987664
퇴계로지하차도-11,37.561,126.98791
퇴계로지하차도-12,37.561025,126.988179
퇴계로지하차도-13,37.56105,126.988436
퇴계로지하차도-14,37.56107,126.988702
퇴계로지하차도-15,37.561121,126.989395
퇴계로지하차도-16,37.561124,126.989659
퇴계로지하차도-17,37.561105,126.989912
퇴계로지하차도-18,37.561065,126.990149
한강대교남단-01,37.513842,126.956486
한강대교남단-02,37.514083,126.956656
한강대교남단-03,37.514328,126.956831
한강대교남단-04,37.514567,126.957002
한강대교남단-05,37.514818,126.95718
한강대교남단-06,37.515059,126.957352
한강대교남단-07,37.51529,126.957517
한강대교남단-08,37.515512,126.957675
한강대교남단-09,37.515726,126.957826
한강대교남단-10,37.51595,126.957987
한강대교남단-11,37.516168,126.958138
한강대교남단-12,37.516385,126.958292
한강대교남단-13,37.516584,126.957822
한강대교남단-14,37.516381,126.957677
한강대교남단-15,37.516167,126.957525
한강대교남단-16,37.515949,126.95737
한강대교남단-17,37.515722,126.957207
한강대교남단-18,37.515478,126.957033
한강대교남단-19,37.515265,126.956882
한강대교남단-20,37.515044,126.956725
한강대교남단-21,37.514791,126.956544
한강대교남단-22,37.514549,126.956373
한강대교남단-23,37.514292,126.956188
한강대교남단-24,37.514091,126.956045
한강대교남단-25,37.516503,126.957999
한강대교남단-26,37.516288,126.957849
한강대교남단-27,37.516078,126.957703
한강대교남단-28,37.515863,126.957551
한강대교남단-29,37.515629,126.957387
한강대교남단-30,37.515403,126.957229
한강대교남단-31,37.515176,126.957069
한강대교남단-32,37.51494,126.956903
한강대교남단-33,37.514689,126.956728
한강대교남단-34,37.514453,126.956562
한강대교남단-35,37.5142,126.956386
한강대교남단-36,37.514002,126.956245
한강대교남단-37,37.513955,126.956326
한강대교남단-38,37.51416,126.956468
한강대교남단-39,37.514414,126.956645
한강대교남단-40,37.514652,126.95681
한강대교남단-41,37.5149,126.956983
한강대교남단-42,37.515137,126.957146
한강대교남단-43,37.515374,126.957313
한강대교남단-44,37.515598,126.957468
한강대교남단-45,37.515837,126.957634
한강대교남단-46,37.516049,126.957782
한강대교남단-47,37.516254,126.957926
한강대교남단-48,37.516472,126.958077
한강대교남단-500,37.51659,126.958436
한강대교남단-501,37.516787,126.958575
한강대교남단-502,37.516938,126.958721
한강대교남단-503,37.517084,126.958867
한강대교남단경관_01-01,37.515068,126.956884
한강대교남단경관_01-02,37.514912,126.956772
한강대교남단경관_01-03,37.514753,126.956657
한강대교남단경관_01-04,37.514593,126.956539
한강대교남단경관_01-05,37.514434,126.956432
한강대교남단경관_01-06,37.514269,126.956309
한강대교남단경관_01-07,37.514113,126.956198
한강대교남단경관_01-08,37.51394,126.956077
한강대교남단경관_02-01,37.513907,126.956388
한강대교남단경관_02-02,37.514089,126.956506
한강대교남단경관_02-03,37.514257,126.956631
한강대교남단경관_02-04,37.514424,126.956748
한강대교남단경관_02-05,37.514588,126.956865
한강대교남단경관_02-06,37.514747,126.95697
한강대교남단경관_02-07,37.514905,126.957085
한강대교남단경관_02-08,37.515048,126.95718
한강대교북단-05,37.517373,126.959073
한강대교북단-06,37.517663,126.959272
한강대교북단-07,37.517955,126.959394
한강대교북단-08,37.518376,126.959641
한강대교북단-09,37.51881,126.959897
한강대교북단-10,37.51922,126.960136
한강대교북단-11,37.519563,126.960338
한강대교북단-12,37.519857,126.960511
한강대교북단-13,37.520238,126.960734
한강대교북단-14,37.520576,126.960934
한강대교북단-15,37.520931,126.961141
한강대교북단-16,37.521254,126.961332
한강대교북단-17,37.521242,126.96113
한강대교북단-18,37.520968,126.960975
한강대교북단-19,37.520673,126.960798
한강대교북단-20,37.520394,126.960632
한강대교북단-21,37.520063,126.960433
한강대교북단-22,37.519776,126.960262
한강대교북단-23,37.519449,126.960067
한강대교북단-24,37.519137,126.959879
한강대교북단-25,37.518827,126.959694
한강대교북단-26,37.518471,126.959481
한강대교북단-27,37.518127,126.959275
한강대교북단-28,37.517988,126.959113
한강대교북단-29,37.518321,126.95931
한강대교북단-30,37.518696,126.959535
한강대교북단-31,37.519004,126.959717
한강대교북단-32,37.519324,126.959907
한강대교북단-33,37.519648,126.9601
한강대교북단-34,37.51995,126.96028
한강대교북단-35,37.520252,126.960461
한강대교북단-36,37.520555,126.960638
한강대교북단-37,37.520841,126.960809
한강대교북단-38,37.521133,126.960983
한강대교북단-39,37.521478,126.960941
한강대교북단-40,37.52099,126.960655
한강대교북단-41,37.520502,126.96037
한강대교북단-42,37.520052,126.960108
한강대교북단-43,37.519668,126.959884
한강대교북단-44,37.519271,126.959651
한강대교북단-45,37.518844,126.959404
한강대교북단-46,37.518389,126.959137
한강대교북단-47,37.518058,126.958902
한강대교북단-48,37.517841,126.958647
한강대교북단-49,37.517618,126.958469
한강대교북단-50,37.517386,126.958333
한강대교북단-51,37.517186,126.958256
한강대교북단-52,37.517009,126.958127
한강대교북단-53,37.516787,126.957968
한강대교북단경관_01-01,37.517104,126.958327
한강대교북단경관_01-02,37.517282,126.958442
한강대교북단경관_01-03,37.517445,126.95857
한강대교북단경관_01-04,37.517635,126.958699
한강대교북단경관_01-05,37.517795,126.958812
한강대교북단경관_01-06,37.51795,126.958925
한강대교북단경관_01-07,37.517952,126.959283
한강대교북단경관_01-08,37.517773,126.959168
한강대교북단경관_01-09,37.517601,126.959052
한강대교북단경관_01-10,37.517425,126.958923
한강대교북단경관_01-11,37.517235,126.958785
한강대교북단경관_01-12,37.517061,126.958666
한강대교북단경관_02-01,37.516998,126.958241
한강대교북단경관_02-02,37.516781,126.958076
한강대교북단경관_02-03,37.516581,126.957931
한강대교북단경관_02-04,37.516366,126.957787
한강대교북단경관_02-05,37.516289,126.95808
한강대교북단경관_02-06,37.516501,126.958226
한강대교북단경관_02-07,37.516716,126.958365
한강대교북단경관_02-08,37.516906,126.958498
한남1고가-01,37.538581,127.004295
한남1고가-02,37.538832,127.004209
한남1고가-03,37.539094,127.004129
한남1고가-04,37.539357,127.004058
한남1고가-05,37.539617,127.00399
한남1고가-06,37.539875,127.003925
한남1고가-07,37.540149,127.003858
한남1고가-08,37.540418,127.003787
한남1고가-09,37.540649,127.003677
한남1고가-10,37.540856,127.003517
한남1고가-11,37.541027,127.003336
한남1고가-12,37.541186,127.003142
한남1고가-13,37.541326,127.002875
한남1고가-14,37.541433,127.002645
한남1고가-15,37.541563,127.002372
한남1고가-16,37.541711,127.002132
한남1고가-17,37.541864,127.001946
한남1고가-18,37.542046,127.001772
한남1고가-19,37.542227,127.001628
한남1고가-20,37.538549,127.004137
한남1고가-21,37.538812,127.004043
한남1고가-22,37.53908,127.003969
한남1고가-23,37.539338,127.003899
한남1고가-24,37.539603,127.00383
한남1고가-25,37.53986,127.003771
한남1고가-26,37.540125,127.003707
한남1고가-27,37.540395,127.00363
한남1고가-28,37.54061,127.003529
한남1고가-29,37.540802,127.003375
한남1고가-30,37.540956,127.003218
한남1고가-31,37.541072,127.003004
한남1고가-32,37.541195,127.002753
한남1고가-33,37.541304,127.002524
한남1고가-34,37.541435,127.002252
한남1고가-35,37.541233,127.002116
한남1고가-36,37.541588,127.00198
한남1고가-37,37.541745,127.001756
한남1고가-38,37.541917,127.001567
한남1고가-39,37.54211,127.001399
한남2고가-01,37.534424,127.00674
한남2고가-02,37.534119,127.00697
한남2고가-03,37.533806,127.007203
한남2고가-04,37.533497,127.007428
한남2고가-05,37.533169,127.007666
한남2고가-06,37.532887,127.007899
한남2고가-07,37.532599,127.008129
한남2고가-08,37.532545,127.008344
한남2고가-09,37.532819,127.008132
한남2고가-10,37.533091,127.007911
한남2고가-11,37.533371,127.007702
한남2고가-12,37.533689,127.007463
한남2고가-13,37.534025,127.007209
한남2고가-14,37.534339,127.006984
한남2고가-15,37.533623,127.007432
한남2고가-16,37.533567,127.007466
한남2고가-17,37.533459,127.007541
한남2고가-18,37.5334,127.007589
한남2고가-19,37.533293,127.007668
한남2고가-20,37.533236,127.00771
한남2고가-21,37.533128,127.00779
한남2고가-22,37.533067,127.007831
한남교차로-01,37.522221,127.016485
한남교차로-02,37.522085,127.016431
한남교차로-03,37.521941,127.01637
한남교차로-04,37.521775,127.016303
한남교차로-05,37.521621,127.016245
한남교차로-06,37.521744,127.016427
한남교차로-07,37.521461,127.016473
한남교차로-08,37.521497,127.016835
한남교차로-09,37.521595,127.017083
한남교차로-10,37.521698,127.017331
한남교차로-11,37.521899,127.017315
한남교차로-12,37.522099,127.017183
한남교차로-13,37.522273,127.017013
한남교차로-14,37.522169,127.017871
한남교차로-15,37.52238,127.017716
한남교차로-16,37.522609,127.017575
한남교차로-17,37.522822,127.017915
한남교차로-18,37.522784,127.018371
한남교차로-19,37.52245,127.018595
한남교차로-20,37.522198,127.018233
한남교차로-21,37.522006,127.017928
한남교차로-22,37.521942,127.01781
한남교차로-23,37.521888,127.017701
한남교차로-24,37.521831,127.017587
한남교차로-25,37.521767,127.017449
한남교차로-26,37.521691,127.018112
한남교차로-27,37.521593,127.017888
한남교차로-28,37.52149,127.017655
한남교차로-29,37.521478,127.017407
한남교차로-30,37.521344,127.017221
한남교차로-31,37.521176,127.016989
한남교차로-32,37.521025,127.016813
한남교차로-33,37.520742,127.016871
한남교차로-34,37.520623,127.017167
한남교차로-35,37.520712,127.01749
한남교차로-36,37.520965,127.017597
한남교차로-37,37.521203,127.017562
한남교차로-38,37.521935,127.018372
한남교차로-39,37.52205,127.018692
한남교차로-40,37.521889,127.018969
한남교차로-41,37.521613,127.018863
한남교차로-42,37.521345,127.018711
한남교차로-43,37.521309,127.018361
한남교차로-44,37.521581,127.018185
한남교차로-45,37.52158,127.017583
한남교차로-46,37.521636,127.017712
한남교차로-47,37.521691,127.017834
한남교차로-48,37.521738,127.017945
한남교차로-49,37.521787,127.018054
한남교차로-50,37.521856,127.017354
한남교차로-51,37.52189,127.017441
한남교차로-52,37.52193,127.017533
한남교차로-53,37.521973,127.017625
한남교차로-54,37.522018,127.017712
한남교차로-55,37.522062,127.017802
한남교차로-56,37.522106,127.01789
한남대교남단_상-001,37.523834,127.016295
한남대교남단_상-002,37.52372,127.016155
한남대교남단_상-003,37.523943,127.016172
한남대교남단_상-004,37.523882,127.016037
한남대교남단_상-005,37.524146,127.016001
한남대교남단_상-006,37.524048,127.015839
한남대교남단_상-007,37.52431,127.015829
한남대교남단_상-008,37.524246,127.015684
한남대교남단_상-009,37.52452,127.015651
한남대교남단_상-010,37.524445,127.015458
한남대교남단_상-011,37.524742,127.015425
한남대교남단_상-012,37.524634,127.015309
한남대교남단_상-013,37.524952,127.015285
한남대교남단_상-014,37.524862,127.015056
한남대교남단_상-015,37.525188,127.01502
한남대교남단_상-016,37.525111,127.014857
한남대교남단_상-017,37.525469,127.0148
한남대교남단_상-018,37.525369,127.014565
한남대교남단_상-019,37.52576,127.014486
한남대교남단_상-020,37.525677,127.014326
한남대교남단_상-021,37.526048,127.014254
한남대교남단_상-022,37.525933,127.014027
한남대교남단_상-023,37.526285,127.013992
한남대교남단_상-024,37.526203,127.013811
한남대교남단_상-025,37.526584,127.013753
한남대교남단_상-026,37.526481,127.013499
한남대교남단_상-027,37.524712,127.015524
한남대교남단_상-028,37.524639,127.015732
한남대교남단_상-029,37.524588,127.015999
한남대교남단_상-030,37.524665,127.016271
한남대교남단_상-031,37.524784,127.016534
한남대교남단_상-032,37.524946,127.016746
한남대교남단_상-033,37.525078,127.017046
한남대교남단_상-034,37.525255,127.017284
한남대교남단_상-035,37.525387,127.017584
한남대교남단_상-036,37.525555,127.017819
한남대교남단_상-037,37.525643,127.018049
한남대교남단_상-038,37.525802,127.018265
한남대교남단_상-039,37.525895,127.018494
한남대교남단_상-040,37.526017,127.018656
한남대교남단_상-041,37.526095,127.018856
한남대교남단_하-001,37.52356,127.015884
한남대교남단_하-002,37.523719,127.015735
한남대교남단_하-003,37.523932,127.015537
한남대교남단_하-004,37.5241,127.015377
한남대교남단_하-005,37.524296,127.015194
한남대교남단_하-006,37.524486,127.015014
한남대교남단_하-007,37.524731,127.014786
한남대교남단_하-008,37.524948,127.014493
한남대교남단_하-009,37.524724,127.01468
한남대교남단_하-010,37.524492,127.014815
한남대교남단_하-011,37.524261,127.014888
한남대교남단_하-012,37.524045,127.014912
한남대교남단_하-013,37.523801,127.014892
한남대교남단_하-014,37.523564,127.014809
한남대교남단_하-015,37.523333,127.01468
한남대교남단_하-016,37.523115,127.014489
한남대교남단_하-017,37.522859,127.014256
한남대교남단_하-018,37.522651,127.014069
한남대교남단_하-019,37.522431,127.013882
한남대교남단_하-020,37.522182,127.013671
한남대교남단_하-021,37.521986,127.013508
한남대교남단_하-022,37.521734,127.013301
한남대교남단_하-023,37.521425,127.013042
한남대교남단_하-024,37.521204,127.01286
한남대교남단_하-025,37.521023,127.012716
한남대교남단_하-027,37.520774,127.012513
한남대교남단_하-028,37.525054,127.014489
한남대교남단_하-029,37.525295,127.014213
한남대교남단_하-030,37.52556,127.013959
한남대교남단_하-031,37.525807,127.013726
한남대교남단_하-032,37.526045,127.013503
한남대교남단_하-033,37.526328,127.013237
한남대교남단_하-034,37.526629,127.012953
한남대교남단_하-035,37.526861,127.012734
한남대교남단_하-070,37.523681,127.016095
한남대교남단_하-071,37.523825,127.015956
한남대교남단_하-072,37.524016,127.015778
한남대교남단_하-073,37.524203,127.015593
한남대교남단_하-074,37.524403,127.015405
한남대교남단_하-075,37.524592,127.015228
한남대교남단_하-076,37.524816,127.01501
한남대교남단_하-077,37.525075,127.014763
한남대교남단_하-078,37.525341,127.014518
한남대교남단_하-079,37.525628,127.014239
한남대교남단_하-080,37.525906,127.01397
한남대교남단_하-081,37.52615,127.013734
한남대교남단_하-082,37.526441,127.013459
한남대교남단_하-083,37.526725,127.013181
한남대교남단_하-084,37.526954,127.012968
한남대교남단_하-100,37.523954,127.015408
한남대교남단_하-101,37.523833,127.0153
한남대교남단_하-102,37.523874,127.015097
한남대교남단_하-103,37.52403,127.015174
한남대교북단_상-001,37.530163,127.010353
한남대교북단_상-002,37.530097,127.010245
한남대교북단_상-003,37.52995,127.010566
한남대교북단_상-004,37.529854,127.010413
한남대교북단_상-005,37.52967,127.010811
한남대교북단_상-006,37.529598,127.010696
한남대교북단_상-007,37.529419,127.011056
한남대교북단_상-008,37.529318,127.010897
한남대교북단_상-009,37.529133,127.011304
한남대교북단_상-010,37.529055,127.011188
한남대교북단_상-011,37.52877,127.011699
한남대교북단_상-012,37.528633,127.011515
한남대교북단_상-013,37.528471,127.011933
한남대교북단_상-014,37.528377,127.011797
한남대교북단_상-015,37.528222,127.01221
한남대교북단_상-016,37.528104,127.011995
한남대교북단_상-017,37.527998,127.012374
한남대교북단_상-018,37.527894,127.012233
한남대교북단_상-019,37.52775,127.012655
한남대교북단_상-020,37.527613,127.012441
한남대교북단_상-021,37.527479,127.012855
한남대교북단_상-022,37.52737,127.012706
한남대교북단_상-023,37.527256,127.013121
한남대교북단_상-024,37.527094,127.012901
한남대교북단_상-025,37.527087,127.013221
한남대교북단_상-026,37.526997,127.013043
한남대교북단_상-027,37.526902,127.013451
한남대교북단_상-028,37.526773,127.013198
